Common name,Species,Year,Startyear,Endyear,Location,Latitude,Longitude,Breeding status,Age Group,Prey.type,Prey.species,FoO,Num Freq,Freq Biomass,Prey size,SD,Sample.size,Sample.type,Source,Reference,Notes
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.048,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.854,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.902,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.019,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.066,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.012,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.025,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.919,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.944,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.001,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.013,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.024,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.018,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.027,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.931,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.958,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.003,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.004,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.006,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.002,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.001,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.028,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.014,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.334,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.348,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.183,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.205,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.228,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.039,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.379,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.046,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.425,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.004,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.284,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.235,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.002,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.029,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.023,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.294,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.228,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.532,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.004,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.166,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.204,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.028,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.081,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.174,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.174,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.541,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.043,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.048,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.169,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.025,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.142,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.339,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.481,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.027,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.154,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.123,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.002,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.081,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.133,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.183,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.188,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.371,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.023,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.182,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.236,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.024,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.067,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.097,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.935,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.935,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.019,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.011,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.035,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.022,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.914,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.936,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.029,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.035,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.022,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.659,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.681,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.0008,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.043,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.001,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.07,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.074,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.002,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.259,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.261,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0.415,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.064,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0.022,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.165,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.074,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 0 Group,,,,0.209,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,,,,0.694,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel 1+ Group,Ammodytidae,,,0.903,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,,,0.002,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,,Pholidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,,Gadidae,,,0.008,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,,Callionymidae,,,0,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,,Cottidae,,,0.044,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Others,Actinopterygii,,,0.042,,,NA,Regurgitate,Primary Literature,"Howells et al 2017 MEPS 583,227-242",
European shag,Phalacrocorax aristotelis,1937-1938,1937,1938,"SW-Scotland, Clyde",55.7536,-4.9286,Breeding & Non-breeding,Adult,NA,Ammodytidae,0.541,,,,,81,Stomach shot,Primary Literature,"Lumsden & Haddow 1946 Journal of Animal Ecology 15,35-42",
