Common name,Species,Year,Startyear,Endyear,Location,Latitude,Longitude,Breeding status,Age Group,Prey.type,Prey.species,FoO,Num Freq,Freq Biomass,Prey size,SD,Sample.size,Sample.type,Source,Reference,Notes
Black-legged kittiwake,Rissa tridactyla,1986,1986,1986,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0.09,,0.14,,,35,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.94,,0.95,Modal length < 100-110 mm,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.9,mean = 100 mm,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.05,,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.06,,0.03,,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0,,0,,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0.06,,0.01,,,17,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.79,,0.94,Modal length 100-130 mm,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.73,mean = 100 mm,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.21,,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.11,,0.06,,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0,,0,,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,32,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1990 Journal of Applied Ecology 27,172?187, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.67,,0.49,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.33,,0.09,mean = 47 mm,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.4,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.44,,0.49,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.11,,0.03,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.81,,0.69,,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.5,,0.14,mean = 62 mm,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.55,,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.12,,0.09,,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Actinopterygii,,,0.21,,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,26,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.73,,0.63,,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.59,,0.4,mean = 63 mm,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.26,,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.3,,0.23,,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.16,,0.12,,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0.04,,0.02,,,56,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.89,,0.71,,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.81,,0.06,mean = 83 mm,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.65,,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.1,,0.15,,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.4,,0.14,,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,63,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.91,,0.86,,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.87,,0.06,mean = 74 mm,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.84,,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.04,,0.05,,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.13,,0.06,,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0.04,,0.03,,,47,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.91,,0.81,,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.1,mean = 75 mm,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.71,,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.28,,0.17,,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.07,,0.02,,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,43,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,1,,0.94,,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.88,,0.73,mean = 80 mm,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.21,,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Fish discards,Actinopterygii,0.08,,0.06,,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0,,0,,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,25,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,1,,0.77,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,0.79,,0.21,mean =84 mm,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.56,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.11,,0.07,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,"Others (Gadidae, Clupeidae and Gobiidae)",Actinopterygii,,,0.14,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Crustacea,Arthropoda,0,,0,,,9,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1997 ICES Journal of Marine Science 54, 615?623, Rindorf 2000 Marine Ecology Progress Series 202, 241?252, Wanless & Harris 1992 Bird Study 39, 145?154",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.89,0.97,0.81,Modal length = 6-8 cm,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.21,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.6,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.17,,0.15,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.03,,,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Polychaetes,Polychaeta,0.02,,,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,NA,0.02,,0.05,,,110,Regurgitate,Primary Literature,"Daunt & Wanless IMLOT 1973-2014, Harris & Wanless 1998 JNCC Report, No. 282, Bull et al 2004 Ardea 92, 43?52",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.92,0.804,0.79,Modal length = 4-6 cm,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.21,,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.59,,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.32,,0.16,,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.08,,,,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
Black-legged kittiwake,Rissa tridactyla,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,0.01,,0.05,,,120,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Harris et al 2005 JNCC Report, No. 375",
