id,year,startyear,endyear,location,latitude,longitude,pred_common_name,pred_species,pred_breeding_status,pred_age_group,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_orig_descr,prey_taxon,prey_size,prey_sd,prey_age_group,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,freq_occ,freq_num,freq_biomass,sample_size,sample_type,ref_n,ref_ids,source,notes
672,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.5,NA,NA,14,regurgitate,1,REF010,primary literature,NA
673,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.43,NA,NA,14,regurgitate,1,REF010,primary literature,NA
674,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.07,NA,NA,14,regurgitate,1,REF010,primary literature,NA
675,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.71,NA,NA,14,regurgitate,1,REF010,primary literature,NA
676,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.14,NA,NA,14,regurgitate,1,REF010,primary literature,NA
677,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0,NA,NA,14,regurgitate,1,REF010,primary literature,NA
678,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,14,regurgitate,1,REF010,primary literature,NA
679,2000,2000,2000,Inchcolm,56.03,-3.3,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,unidentified,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,14,regurgitate,1,REF010,primary literature,NA
680,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.06,NA,NA,17,regurgitate,1,REF010,primary literature,NA
681,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.06,NA,NA,17,regurgitate,1,REF010,primary literature,NA
682,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0,NA,NA,17,regurgitate,1,REF010,primary literature,NA
683,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.94,NA,NA,17,regurgitate,1,REF010,primary literature,NA
684,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.12,NA,NA,17,regurgitate,1,REF010,primary literature,NA
685,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0.06,NA,NA,17,regurgitate,1,REF010,primary literature,NA
686,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,17,regurgitate,1,REF010,primary literature,NA
687,1997,1997,1997,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,unidentified,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,17,regurgitate,1,REF010,primary literature,NA
688,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.57,NA,NA,21,regurgitate,1,REF010,primary literature,NA
689,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.57,NA,NA,21,regurgitate,1,REF010,primary literature,NA
690,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0,NA,NA,21,regurgitate,1,REF010,primary literature,NA
691,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.67,NA,NA,21,regurgitate,1,REF010,primary literature,NA
692,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.19,NA,NA,21,regurgitate,1,REF010,primary literature,NA
693,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0,NA,NA,21,regurgitate,1,REF010,primary literature,NA
694,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,21,regurgitate,1,REF010,primary literature,NA
695,1998,1998,1998,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,unidentified,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,21,regurgitate,1,REF010,primary literature,NA
696,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.25,NA,NA,16,regurgitate,1,REF010,primary literature,NA
697,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.25,NA,NA,16,regurgitate,1,REF010,primary literature,NA
698,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0,NA,NA,16,regurgitate,1,REF010,primary literature,NA
699,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.75,NA,NA,16,regurgitate,1,REF010,primary literature,NA
700,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,16,regurgitate,1,REF010,primary literature,NA
701,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0,NA,NA,16,regurgitate,1,REF010,primary literature,NA
702,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,16,regurgitate,1,REF010,primary literature,NA
703,1999,1999,1999,Inchkeith,56.03,-3.13,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,unidentified,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,16,regurgitate,1,REF010,primary literature,NA
704,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.88,0.95,0.85,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
705,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,NA,NA,0.1,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
706,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.75,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
707,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.27,NA,0.11,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
708,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.1,NA,NA,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
709,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0.07,NA,NA,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
710,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
711,1999,1999,1999,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,other,Other,NA,NA,NA,NA,NA,NA,0.01,NA,0.05,144,regurgitate,3,REF010; REF008; REF016,primary literature,NA
712,2009,2009,2009,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,51.9 ñ 2 mm,NA,NA,125464,Clupeidae,125464,1,NA,NA,8,regurgitate,1,REF012,primary literature,NA
713,2009,2009,2009,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytidae,20 mm,NA,NA,125516,Ammodytidae,125516,0.125,NA,NA,8,regurgitate,1,REF012,primary literature,NA
714,2009,2009,2009,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.375,NA,NA,8,regurgitate,1,REF012,primary literature,NA
715,2010,2010,2010,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,44  ñ 1.7 mm,NA,NA,125464,Clupeidae,125464,0.733,NA,NA,15,regurgitate,1,REF012,primary literature,NA
716,2010,2010,2010,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytidae,41.3 ñ 1.7 mm,NA,NA,125516,Ammodytidae,125516,0.677,NA,NA,15,regurgitate,1,REF012,primary literature,NA
717,2010,2010,2010,Lambay,53.49,-6.02,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.267,NA,NA,15,regurgitate,1,REF012,primary literature,NA
718,2009,2009,2009,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,49.6 ñ 0.1 mm,NA,NA,125464,Clupeidae,125464,1,NA,NA,21,regurgitate,1,REF012,primary literature,NA
719,2009,2009,2009,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytidae,40 ñ 2.1 mm,NA,NA,125516,Ammodytidae,125516,0.095,NA,NA,21,regurgitate,1,REF012,primary literature,NA
720,2009,2009,2009,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,21,regurgitate,1,REF012,primary literature,NA
721,2010,2010,2010,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,47.9 ñ 1.3 mm,NA,NA,125464,Clupeidae,125464,1,NA,NA,4,regurgitate,1,REF012,primary literature,NA
722,2010,2010,2010,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0,NA,NA,4,regurgitate,1,REF012,primary literature,NA
723,2010,2010,2010,Rathlin,55.29,-6.19,Black-legged kittiwake,Rissa tridactyla,breeding,adult,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,4,regurgitate,1,REF012,primary literature,NA
724,1968-1973,1968,1973,Marsden and North Shields,55,-1.42,Black-legged kittiwake,Rissa tridactyla,breeding,chick,137156,Rissa tridactyla,137156,ammodytidae,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,NA,0.66,46,regurgitate,1,REF015,primary literature,NA
725,1968-1973,1968,1973,Marsden and North Shields,55,-1.42,Black-legged kittiwake,Rissa tridactyla,breeding,chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,NA,0.2,46,regurgitate,1,REF015,primary literature,NA
726,1968-1973,1968,1973,Marsden and North Shields,55,-1.42,Black-legged kittiwake,Rissa tridactyla,breeding,chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,NA,NA,0.12,46,regurgitate,1,REF015,primary literature,NA
727,1968-1973,1968,1973,Marsden and North Shields,55,-1.42,Black-legged kittiwake,Rissa tridactyla,breeding,chick,137156,Rissa tridactyla,137156,crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,NA,NA,0,46,regurgitate,1,REF015,primary literature,NA
728,1968-1973,1968,1973,Marsden and North Shields,55,-1.42,Black-legged kittiwake,Rissa tridactyla,breeding,chick,137156,Rissa tridactyla,137156,other (squid and insects),Others,NA,NA,NA,NA,NA,NA,NA,NA,0.01,46,regurgitate,1,REF015,primary literature,NA
729,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,1,NA,0.88,54,regurgitate,2,REF016; REF010,primary literature,NA
730,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,NA,NA,0.26,54,regurgitate,2,REF016; REF010,primary literature,NA
731,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.62,54,regurgitate,2,REF016; REF010,primary literature,NA
732,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.09,NA,0.05,54,regurgitate,2,REF016; REF010,primary literature,NA
733,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,other,Other,NA,NA,NA,NA,NA,NA,0.02,NA,0.07,54,regurgitate,2,REF016; REF010,primary literature,NA
734,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.04,NA,NA,54,regurgitate,2,REF016; REF010,primary literature,NA
735,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0.02,NA,NA,54,regurgitate,2,REF016; REF010,primary literature,NA
736,1997,1997,1997,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,54,regurgitate,2,REF016; REF010,primary literature,NA
737,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,1,0.98,0.92,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
738,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,NA,NA,0.1,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
739,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.82,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
740,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.19,NA,0.04,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
741,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.05,NA,NA,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
742,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,planktonic crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0,NA,NA,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
743,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,polychaetes,Polychaeta,NA,NA,NA,883,Polychaeta,883,0,NA,NA,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
744,2000,2000,2000,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,other,Others,NA,NA,NA,NA,NA,NA,0.01,NA,0.04,91,regurgitate,3,REF016; REF010; REF009,primary literature,NA
745,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,Modal length < 100 mm,NA,NA,126751,Ammodytes marinus,126751,0.97,NA,0.98,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
746,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0- group),Ammodytidae,mean = 93 mm,NA,0,125516,Ammodytidae,125516,NA,NA,0.61,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
747,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.37,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
748,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0,NA,0,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
749,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,0,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
750,1986,1986,1986,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0.09,NA,0.14,35,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
751,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,Modal length < 100-110 mm,NA,NA,126751,Ammodytes marinus,126751,0.94,NA,0.95,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
752,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,mean = 100 mm,NA,0,125516,Ammodytidae,125516,NA,NA,0.9,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
753,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.05,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
754,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.06,NA,0.03,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
755,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,0,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
756,1987,1987,1987,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0.06,NA,0.01,17,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
757,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,Modal length 100-130 mm,NA,NA,126751,Ammodytes marinus,126751,0.79,NA,0.94,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
758,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,mean = 100 mm,NA,0,125516,Ammodytidae,125516,NA,NA,0.73,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
759,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.21,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
760,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.11,NA,0.06,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
761,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,0,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
762,1988,1988,1988,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,crustacea,Arthropoda,NA,NA,NA,1065,Arthropoda,1065,0,NA,0,32,regurgitate,4,REF016; REF031; REF035; REF063,primary literature,NA
763,1991,1991,1991,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeels (all age groups),Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.67,NA,0.49,9,regurgitate,3,REF016; REF034; REF063,primary literature,NA
764,1991,1991,1991,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (0 group),Ammodytidae,mean = 47 mm,NA,0,125516,Ammodytidae,125516,0.33,NA,0.09,9,regurgitate,3,REF016; REF034; REF063,primary literature,NA
765,1991,1991,1991,Isle of May,56.19,-2.56,Black-legged kittiwake,Rissa tridactyla,breeding,adult & chick,137156,Rissa tridactyla,137156,sandeel (1+ group),Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,NA,NA,0.4,9,regurgitate,3,REF016; REF034; REF063,primary literature,NA
