id,year,startyear,endyear,location,latitude,longitude,pred_common_name,pred_species,pred_breeding_status,pred_age_group,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_orig_descr,prey_taxon,prey_size,prey_sd,prey_age_group,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,freq_occ,freq_num,freq_biomass,sample_size,sample_type,ref_n,ref_ids,source,notes
2638,1987,1987,1987,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,NA,NA,0.47,85,regurgitate,1,REF046,primary literature,NA
2638,1987,1987,1987,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,NA,NA,0.47,85,regurgitate,1,REF046,primary literature,NA
2639,1987,1987,1987,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,others,Actinopterygii,NA,NA,NA,10194,Actinopterygii,10194,NA,NA,0.01,85,regurgitate,1,REF046,primary literature,NA
2639,1987,1987,1987,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,others,Actinopterygii,NA,NA,NA,10194,Actinopterygii,10194,NA,NA,0.01,85,regurgitate,1,REF046,primary literature,NA
2640,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,NA,0.06,111,regurgitate,1,REF046,primary literature,NA
2640,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,NA,0.06,111,regurgitate,1,REF046,primary literature,NA
2641,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,NA,0.22,111,regurgitate,1,REF046,primary literature,NA
2641,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,NA,0.22,111,regurgitate,1,REF046,primary literature,NA
2642,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,"cod, haddock, saithe and whiting",Gadidae,NA,NA,NA,125469,Gadidae,125469,NA,NA,0.19,111,regurgitate,1,REF046,primary literature,NA
2642,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,"cod, haddock, saithe and whiting",Gadidae,NA,NA,NA,125469,Gadidae,125469,NA,NA,0.19,111,regurgitate,1,REF046,primary literature,NA
2643,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,NA,NA,0.51,111,regurgitate,1,REF046,primary literature,NA
2643,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,NA,NA,0.51,111,regurgitate,1,REF046,primary literature,NA
2644,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,others,Actinopterygii,NA,NA,NA,10194,Actinopterygii,10194,NA,NA,0.02,111,regurgitate,1,REF046,primary literature,NA
2644,1988,1988,1988,Shetland,60.25,-1.5,Northern gannet,Morus bassanus,breeding,adult & chick,148776,Morus bassanus,148776,others,Actinopterygii,NA,NA,NA,10194,Actinopterygii,10194,NA,NA,0.02,111,regurgitate,1,REF046,primary literature,NA
2645,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,whitefish,Coregonus,NA,NA,NA,126139,Coregonus,126139,0.286,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2645,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,whitefish,Coregonus,NA,NA,NA,126139,Coregonus,126139,0.286,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2646,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,0.214,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2646,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,0.214,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2647,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.214,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2647,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.214,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2648,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,0.071,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2648,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,0.071,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2649,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.143,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2649,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.143,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2650,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,gurnard,Neosebastidae,NA,NA,NA,154248,Neosebastidae,154248,0.071,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2650,2009,2009,2009,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,gurnard,Neosebastidae,NA,NA,NA,154248,Neosebastidae,154248,0.071,NA,NA,14,regurgitate,1,REF068,primary literature,NA
2651,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,whitefish,Coregonus,>20 cm,NA,NA,126139,Coregonus,126139,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2651,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,whitefish,Coregonus,>20 cm,NA,NA,126139,Coregonus,126139,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2652,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2652,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2653,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2653,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.316,NA,19,regurgitate,1,REF087,primary literature,NA
2654,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,NA,0.053,NA,19,regurgitate,1,REF087,primary literature,NA
2654,2006,2006,2006,Grassholm Island,51.71666667,-5.466666667,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,NA,0.053,NA,19,regurgitate,1,REF087,primary literature,NA
2655,2010,2010,2010,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.86,NA,NA,37,regurgitate,1,REF089,primary literature,NA
2655,2010,2010,2010,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.86,NA,NA,37,regurgitate,1,REF089,primary literature,NA
2656,2010,2010,2010,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.14,NA,NA,37,regurgitate,1,REF089,primary literature,NA
2656,2010,2010,2010,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.14,NA,NA,37,regurgitate,1,REF089,primary literature,NA
2657,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.47,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2657,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.47,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2658,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.18,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2658,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.18,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2659,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.12,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2659,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.12,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2660,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,0.12,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2660,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,herring,Clupea harengus,NA,NA,NA,126417,Clupea harengus,126417,0.12,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2661,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,0.06,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2661,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,garfish,Belone belone,NA,NA,NA,126375,Belone belone,126375,0.06,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2662,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,nephrops,Nephrops,NA,NA,NA,106863,Nephrops,106863,0.06,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2662,2011,2011,2011,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,nephrops,Nephrops,NA,NA,NA,106863,Nephrops,106863,0.06,NA,NA,17,regurgitate,1,REF089,primary literature,NA
2663,2012,2012,2012,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.86,NA,NA,7,regurgitate,1,REF089,primary literature,NA
2663,2012,2012,2012,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,0.86,NA,NA,7,regurgitate,1,REF089,primary literature,NA
2664,2012,2012,2012,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,clupeiidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.14,NA,NA,7,regurgitate,1,REF089,primary literature,NA
2664,2012,2012,2012,Bass Rock,56.1,-2.6,Northern gannet,Morus bassanus,breeding,adult,148776,Morus bassanus,148776,clupeiidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.14,NA,NA,7,regurgitate,1,REF089,primary literature,NA
2665,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0,0,191,regurgitate,1,REF091,primary literature,NA
2665,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0,0,191,regurgitate,1,REF091,primary literature,NA
2666,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.56,0.717,191,regurgitate,1,REF091,primary literature,NA
2666,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.56,0.717,191,regurgitate,1,REF091,primary literature,NA
2667,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.052,0.011,191,regurgitate,1,REF091,primary literature,NA
2667,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.052,0.011,191,regurgitate,1,REF091,primary literature,NA
2668,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,pollack,Pollachius pollachius,NA,NA,NA,126440,Pollachius pollachius,126440,NA,0.303,NA,191,regurgitate,1,REF091,primary literature,NA
2668,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,pollack,Pollachius pollachius,NA,NA,NA,126440,Pollachius pollachius,126440,NA,0.303,NA,191,regurgitate,1,REF091,primary literature,NA
2669,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,cod,Gadus morhua,NA,NA,NA,126436,Gadus morhua,126436,NA,0.005,NA,191,regurgitate,1,REF091,primary literature,NA
2669,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,cod,Gadus morhua,NA,NA,NA,126436,Gadus morhua,126436,NA,0.005,NA,191,regurgitate,1,REF091,primary literature,NA
2670,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,wrass sp,Labrus,NA,NA,NA,126021,Labrus,126021,NA,0.026,NA,191,regurgitate,1,REF091,primary literature,NA
2670,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,wrass sp,Labrus,NA,NA,NA,126021,Labrus,126021,NA,0.026,NA,191,regurgitate,1,REF091,primary literature,NA
2671,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.005,NA,191,regurgitate,1,REF091,primary literature,NA
2671,1975,1975,1975,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.005,NA,191,regurgitate,1,REF091,primary literature,NA
2672,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0,0,99,regurgitate,1,REF091,primary literature,NA
2672,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0,0,99,regurgitate,1,REF091,primary literature,NA
2673,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.657,0.695,99,regurgitate,1,REF091,primary literature,NA
2673,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.657,0.695,99,regurgitate,1,REF091,primary literature,NA
2674,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0,0,99,regurgitate,1,REF091,primary literature,NA
2674,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0,0,99,regurgitate,1,REF091,primary literature,NA
2675,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,pollack,Pollachius pollachius,NA,NA,NA,126440,Pollachius pollachius,126440,NA,0.212,NA,99,regurgitate,1,REF091,primary literature,NA
2675,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,pollack,Pollachius pollachius,NA,NA,NA,126440,Pollachius pollachius,126440,NA,0.212,NA,99,regurgitate,1,REF091,primary literature,NA
2676,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,NA,0.061,NA,99,regurgitate,1,REF091,primary literature,NA
2676,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,NA,0.061,NA,99,regurgitate,1,REF091,primary literature,NA
2677,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,wrass sp,Labrus,NA,NA,NA,126021,Labrus,126021,NA,0.01,NA,99,regurgitate,1,REF091,primary literature,NA
2677,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,wrass sp,Labrus,NA,NA,NA,126021,Labrus,126021,NA,0.01,NA,99,regurgitate,1,REF091,primary literature,NA
2678,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.061,NA,99,regurgitate,1,REF091,primary literature,NA
2678,1976,1976,1976,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.061,NA,99,regurgitate,1,REF091,primary literature,NA
2679,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0.06,NA,150,regurgitate,1,REF091,primary literature,NA
2679,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0.06,NA,150,regurgitate,1,REF091,primary literature,NA
2680,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.84,NA,150,regurgitate,1,REF091,primary literature,NA
2680,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.84,NA,150,regurgitate,1,REF091,primary literature,NA
2681,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.09,NA,150,regurgitate,1,REF091,primary literature,NA
2681,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.09,NA,150,regurgitate,1,REF091,primary literature,NA
2682,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,salmon,Salmo salar,NA,NA,NA,127186,Salmo salar,127186,NA,0.007,NA,150,regurgitate,1,REF091,primary literature,NA
2682,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,salmon,Salmo salar,NA,NA,NA,127186,Salmo salar,127186,NA,0.007,NA,150,regurgitate,1,REF091,primary literature,NA
2683,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,eelpout,Anguilla anguilla,NA,NA,NA,126281,Anguilla anguilla,126281,NA,0.007,NA,150,regurgitate,1,REF091,primary literature,NA
2683,1981,1981,1981,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,eelpout,Anguilla anguilla,NA,NA,NA,126281,Anguilla anguilla,126281,NA,0.007,NA,150,regurgitate,1,REF091,primary literature,NA
2684,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.006,NA,170,regurgitate,1,REF091,primary literature,NA
2684,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,saithe,Pollachius virens,NA,NA,NA,126441,Pollachius virens,126441,NA,0.006,NA,170,regurgitate,1,REF091,primary literature,NA
2685,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0.765,NA,170,regurgitate,1,REF091,primary literature,NA
2685,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,NA,0.765,NA,170,regurgitate,1,REF091,primary literature,NA
2686,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.118,NA,170,regurgitate,1,REF091,primary literature,NA
2686,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,mackerel,Scomber scombrus,NA,NA,NA,127023,Scomber scombrus,127023,NA,0.118,NA,170,regurgitate,1,REF091,primary literature,NA
2687,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.112,NA,170,regurgitate,1,REF091,primary literature,NA
2687,1983,1983,1983,Ailsa Craig,55.2519,-5.1164,Northern gannet,Morus bassanus,breeding,chick,148776,Morus bassanus,148776,herring or sprat,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,NA,0.112,NA,170,regurgitate,1,REF091,primary literature,NA
2688,1986,1986,1986,Fair Isle,59.56,-1.63,Razorbill,Alca torda,breeding,chick,137128,Alca torda,137128,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,1,NA,NA,26,regurgitate,1,REF028,primary literature,NA
2688,1986,1986,1986,Fair Isle,59.56,-1.63,Razorbill,Alca torda,breeding,chick,137128,Alca torda,137128,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,1,NA,NA,26,regurgitate,1,REF028,primary literature,NA
