phylum,class,order,family,genus,species,base_name,base_rank,aphiaID,valid_name,valid_aphiaID,role
Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,NA,NA,Ommastrephidae,family,11760,Ommastrephidae,11760,prey
Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Teuthowenia,Teuthowenia megalops,Teuthowenia megalops,species,139429,Teuthowenia megalops,139429,prey
Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,Taonius pavo,Taonius pavo,species,139428,Taonius pavo,139428,prey
Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,Onychoteuthis banksii,Onychoteuthis banksii,species,140649,Onychoteuthis banksii,140649,prey
Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,NA,Mastigoteuthis,genus,138168,Mastigoteuthis,138168,prey
Mollusca,Cephalopoda,Teuthida,NA,NA,NA,Teuthida,order,11716,Teuthida,11716,prey
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,Sepia officinalis,Sepia officinalis,species,141444,Sepia officinalis,141444,prey
Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis,Alloteuthis subulata,Alloteuthis subulata,species,153131,Alloteuthis subulata,153131,prey
Mollusca,Cephalopoda,NA,NA,NA,NA,Cephalopoda,class,11707,Cephalopoda,11707,prey
Mollusca,Gastropoda,Thecosomata,Limacinidae,Limacina,Limacina limata,Limacina limata,species,832992,Limacina limata,832992,prey
Mollusca,Gastropoda,Pteropoda,NA,NA,NA,Pteropoda,order,325345,Pteropoda,325345,prey
Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum undatum,Buccinum undatum,species,138878,Buccinum undatum,138878,prey
Mollusca,Gastropoda,Neogastropoda,Trochidae,Monodonta,Monodonta lineata,Monodonta lineata,species,153534,Phorcus lineatus,689176,prey
Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,Nucella lapillus,Nucella lapillus,species,140403,Nucella lapillus,140403,prey
Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina saxatilis,Littorina saxatilis,species,140264,Littorina saxatilis,140264,prey
Mollusca,Gastropoda,Littorinimorpha,Patellidae,Patella,NA,Patella,genus,138312,Patella,138312,prey
Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,Mytilus edulis,species,140480,Mytilus edulis,140480,prey
Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule,Cerastoderma edule,species,138998,Cerastoderma edule,138998,prey
Mollusca,Bivalvia,Cardiida,Tellinidae,Macomangulus,Macomangulus tenuis,Macomangulus tenuis,species,878470,Macomangulus tenuis,878470,prey
Mollusca,Bivalvia,Adapedonta,Pharidae,NA,NA,Pharidae,family,23091,Pharidae,23091,prey
Mollusca,Bivalvia,Venerida,Veneridae,Paphia,NA,Paphia,genus,516180,Atactodea,138173,prey
Mollusca,Bivalvia,NA,NA,NA,NA,Bivalvia,class,105,Bivalvia,105,prey
Mollusca,NA,NA,NA,NA,NA,Mollusca,phylum,51,Mollusca,51,prey
Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,Nereis irrorata,Nereis irrorata,species,196797,Neanthes nubila,334102,prey
Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,Nereis pelagica,Nereis pelagica,species,130404,Nereis pelagica,130404,prey
Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diversicolor,Hediste diversicolor,species,152302,Hediste diversicolor,152302,prey
Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes nubila,Neanthes nubila,species,334102,Neanthes nubila,334102,prey
Annelida,Polychaeta,Phyllodocida,Nereididae,NA,NA,Nereididae,family,22496,Nereididae,22496,prey
Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,Harmothoe imbricata,species,130769,Harmothoe imbricata,130769,prey
Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,Aphrodita aculeata,Aphrodita aculeata,species,129840,Aphrodita aculeata,129840,prey
Annelida,Polychaeta,Phyllodocida,Arenicolidae,Arenicola,NA,Arenicola,genus,129206,Arenicola,129206,prey
Annelida,Polychaeta,Terebellida,Ampharetidae,NA,NA,Ampharetidae,family,981,Ampharetidae,981,prey
Annelida,Polychaeta,NA,NA,NA,NA,Polychaeta,class,883,Polychaeta,883,prey
Annelida,Clitellata,Haplotaxida,Naididae,Nais,Nais elinguis,Nais elinguis,species,137481,Nais elinguis,137481,prey
Annelida,NA,NA,NA,NA,NA,Annelida,phylum,882,Annelida,882,prey
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,Asterias rubens,species,123776,Asterias rubens,123776,prey
Echinodermata,Echinoidea,NA,NA,NA,NA,Echinoidea,class,123082,Echinoidea,123082,prey
Echinodermata,NA,NA,NA,NA,NA,Echinodermata,phylum,1806,Echinodermata,1806,prey
Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,Velella velella,Velella velella,species,117832,Velella velella,117832,prey
Cnidaria,NA,NA,NA,NA,NA,Cnidaria,phylum,1267,Cnidaria,1267,prey
Chordata,Aves,Charadriiformes,Alcidae,Alca,Alca torda,Alca torda,species,137128,Alca torda,137128,pred
Chordata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula arctica,Fratercula arctica,species,137131,Fratercula arctica,137131,pred
Chordata,Aves,Charadriiformes,Alcidae,Uria,Uria aalge,Uria aalge,species,137133,Uria aalge,137133,pred
Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa tridactyla,Rissa tridactyla,species,137156,Rissa tridactyla,137156,pred
Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax aristotelis,Phalacrocorax aristotelis,species,137178,Phalacrocorax aristotelis,137178,pred
Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis,Fulmarus glacialis,species,137195,Fulmarus glacialis,137195,pred
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus puffinus,Puffinus puffinus,species,137203,Puffinus puffinus,137203,pred
Chordata,Aves,Pelecaniformes,Sulidae,Morus,Morus bassanus,Morus bassanus,species,148776,Morus bassanus,148776,pred
