id,pred_common_name,pred_species,year,startyear,endyear,multiyear,location,latitude,longitude,pred_breeding_status,pred_age_group,prey_orig_descr,prey_taxon,freq_occ,freq_num,freq_biomass,prey_size,sample_size,sample_type,source,notes,prey_age_group,pred_rank,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_rank,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,ref_n,ref_ids
1709,Common guillemot,Uria aalge,1985,1985,1985,FALSE,Skomer,51.67,-5.25,breeding,chick,squid,Teuthida,0,0,NA,NA,558,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,order,11716,Teuthida,11716,1,REF041
1710,Common guillemot,Uria aalge,1986,1986,1986,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.182773109,0.182773109,NA,NA,1428,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1711,Common guillemot,Uria aalge,1986,1986,1986,FALSE,Skomer,51.67,-5.25,breeding,chick,crustacea,Crustacea,0,0,NA,NA,1428,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,subphylum,1066,Crustacea,1066,1,REF041
1712,Common guillemot,Uria aalge,1986,1986,1986,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.004901961,0.004901961,NA,NA,1428,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1713,Common guillemot,Uria aalge,1986,1986,1986,FALSE,Skomer,51.67,-5.25,breeding,chick,sprat,Sprattus sprattus,0.811,0.811,NA,NA,1428,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126425,Sprattus sprattus,126425,1,REF041
1714,Common guillemot,Uria aalge,1986,1986,1986,FALSE,Skomer,51.67,-5.25,breeding,chick,squid,Teuthida,0.001,0.001,NA,NA,1428,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,order,11716,Teuthida,11716,1,REF041
1715,Common guillemot,Uria aalge,1987,1987,1987,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.194882729,0.194882729,NA,NA,2345,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1716,Common guillemot,Uria aalge,1987,1987,1987,FALSE,Skomer,51.67,-5.25,breeding,chick,crustacea,Crustacea,0,0,NA,NA,2345,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,subphylum,1066,Crustacea,1066,1,REF041
1717,Common guillemot,Uria aalge,1987,1987,1987,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.003411514,0.003411514,NA,NA,2345,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1718,Common guillemot,Uria aalge,1987,1987,1987,FALSE,Skomer,51.67,-5.25,breeding,chick,sprat,Sprattus sprattus,0.802,0.802,NA,NA,2345,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126425,Sprattus sprattus,126425,1,REF041
1719,Common guillemot,Uria aalge,1987,1987,1987,FALSE,Skomer,51.67,-5.25,breeding,chick,squid,Teuthida,0,0,NA,NA,2345,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,order,11716,Teuthida,11716,1,REF041
1720,Common guillemot,Uria aalge,1992,1992,1992,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.080808081,0.080808081,NA,NA,297,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1721,Common guillemot,Uria aalge,1992,1992,1992,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.919191919,0.919191919,NA,NA,297,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1722,Common guillemot,Uria aalge,1992,1992,1992,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0,0,NA,NA,297,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1723,Common guillemot,Uria aalge,1993,1993,1993,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.02244389,0.02244389,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1724,Common guillemot,Uria aalge,1993,1993,1993,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.967581047,0.967581047,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1725,Common guillemot,Uria aalge,1993,1993,1993,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.009975062,0.009975062,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1726,Common guillemot,Uria aalge,1994,1994,1994,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.02244389,0.02244389,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1727,Common guillemot,Uria aalge,1994,1994,1994,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.967581047,0.967581047,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1728,Common guillemot,Uria aalge,1994,1994,1994,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.009975062,0.009975062,NA,NA,401,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1729,Common guillemot,Uria aalge,1995,1995,1995,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.134770889,0.134770889,NA,NA,371,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1730,Common guillemot,Uria aalge,1995,1995,1995,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.843665768,0.843665768,NA,NA,371,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1731,Common guillemot,Uria aalge,1995,1995,1995,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.021563342,0.021563342,NA,NA,371,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1732,Common guillemot,Uria aalge,1996,1996,1996,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.144230769,0.144230769,NA,NA,416,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1733,Common guillemot,Uria aalge,1996,1996,1996,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.807692308,0.807692308,NA,NA,416,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1734,Common guillemot,Uria aalge,1996,1996,1996,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.048076923,0.048076923,NA,NA,416,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1735,Common guillemot,Uria aalge,1997,1997,1997,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.053254438,0.053254438,NA,NA,338,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1736,Common guillemot,Uria aalge,1997,1997,1997,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.934911243,0.934911243,NA,NA,338,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1737,Common guillemot,Uria aalge,1997,1997,1997,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.01183432,0.01183432,NA,NA,338,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1738,Common guillemot,Uria aalge,1998,1998,1998,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.351398601,0.351398601,NA,NA,572,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1739,Common guillemot,Uria aalge,1998,1998,1998,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.643356643,0.643356643,NA,NA,572,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1740,Common guillemot,Uria aalge,1998,1998,1998,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.005244755,0.005244755,NA,NA,572,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1741,Common guillemot,Uria aalge,1999,1999,1999,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.061788618,0.061788618,NA,NA,615,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1742,Common guillemot,Uria aalge,1999,1999,1999,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.933333333,0.933333333,NA,NA,615,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1743,Common guillemot,Uria aalge,1999,1999,1999,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.004878049,0.004878049,NA,NA,615,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1744,Common guillemot,Uria aalge,2000,2000,2000,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.053020962,0.053020962,NA,NA,811,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1745,Common guillemot,Uria aalge,2000,2000,2000,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.944512947,0.944512947,NA,NA,811,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1746,Common guillemot,Uria aalge,2000,2000,2000,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0,0,NA,NA,811,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1747,Common guillemot,Uria aalge,2001,2001,2001,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.072022161,0.072022161,NA,NA,722,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1748,Common guillemot,Uria aalge,2001,2001,2001,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.968144044,0.968144044,NA,NA,722,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1749,Common guillemot,Uria aalge,2001,2001,2001,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.001385042,0.001385042,NA,NA,722,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1750,Common guillemot,Uria aalge,2002,2002,2002,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.053097345,0.053097345,NA,NA,226,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1751,Common guillemot,Uria aalge,2002,2002,2002,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.946902655,0.946902655,NA,NA,226,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1752,Common guillemot,Uria aalge,2002,2002,2002,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0,0,NA,NA,226,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1753,Common guillemot,Uria aalge,2003,2003,2003,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.005813953,0.005813953,NA,NA,688,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1754,Common guillemot,Uria aalge,2003,2003,2003,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.988372093,0.988372093,NA,NA,688,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1755,Common guillemot,Uria aalge,2003,2003,2003,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.005813953,0.005813953,NA,NA,688,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1756,Common guillemot,Uria aalge,2004,2004,2004,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.044414536,0.044414536,NA,NA,743,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1757,Common guillemot,Uria aalge,2004,2004,2004,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.955585464,0.955585464,NA,NA,743,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1758,Common guillemot,Uria aalge,2004,2004,2004,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0,0,NA,NA,743,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1759,Common guillemot,Uria aalge,2005,2005,2005,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.004282655,0.004282655,NA,NA,467,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1760,Common guillemot,Uria aalge,2005,2005,2005,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.989293362,0.989293362,NA,NA,467,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1761,Common guillemot,Uria aalge,2005,2005,2005,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.006423983,0.006423983,NA,NA,467,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1762,Common guillemot,Uria aalge,2006,2006,2006,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.087025316,0.087025316,NA,NA,632,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1763,Common guillemot,Uria aalge,2006,2006,2006,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.90664557,0.90664557,NA,NA,632,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1764,Common guillemot,Uria aalge,2006,2006,2006,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.006329114,0.006329114,NA,NA,632,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1765,Common guillemot,Uria aalge,2007,2007,2007,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.046263345,0.046263345,NA,NA,281,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1766,Common guillemot,Uria aalge,2007,2007,2007,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.939501779,0.939501779,NA,NA,281,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1767,Common guillemot,Uria aalge,2007,2007,2007,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.014234875,0.014234875,NA,NA,281,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1768,Common guillemot,Uria aalge,2008,2008,2008,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.029806259,0.029806259,NA,NA,671,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1769,Common guillemot,Uria aalge,2008,2008,2008,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.922503726,0.922503726,NA,NA,671,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1770,Common guillemot,Uria aalge,2008,2008,2008,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.047690015,0.047690015,NA,NA,671,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1771,Common guillemot,Uria aalge,2009,2009,2009,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.123728814,0.123728814,NA,NA,570,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1772,Common guillemot,Uria aalge,2009,2009,2009,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.859322034,0.859322034,NA,NA,570,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1773,Common guillemot,Uria aalge,2009,2009,2009,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.016949153,0.016949153,NA,NA,570,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1774,Common guillemot,Uria aalge,2010,2010,2010,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.275449102,0.275449102,NA,NA,668,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1775,Common guillemot,Uria aalge,2010,2010,2010,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.721556886,0.721556886,NA,NA,668,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1776,Common guillemot,Uria aalge,2010,2010,2010,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.002994012,0.002994012,NA,NA,668,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1777,Common guillemot,Uria aalge,2011,2011,2011,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.073813708,0.073813708,NA,NA,569,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1778,Common guillemot,Uria aalge,2011,2011,2011,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.924428822,0.924428822,NA,NA,569,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1779,Common guillemot,Uria aalge,2011,2011,2011,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.001757469,0.001757469,NA,NA,569,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1780,Common guillemot,Uria aalge,2012,2012,2012,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.073813708,0.073813708,NA,NA,660,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1781,Common guillemot,Uria aalge,2012,2012,2012,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.948484848,0.948484848,NA,NA,660,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1782,Common guillemot,Uria aalge,2012,2012,2012,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.003030303,0.003030303,NA,NA,660,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1783,Common guillemot,Uria aalge,2013,2013,2013,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.275590551,0.275590551,NA,NA,762,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1784,Common guillemot,Uria aalge,2013,2013,2013,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.650918635,0.650918635,NA,NA,762,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1785,Common guillemot,Uria aalge,2013,2013,2013,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.073490814,0.073490814,NA,NA,762,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1786,Common guillemot,Uria aalge,2014,2014,2014,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.232843137,0.232843137,NA,NA,408,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1787,Common guillemot,Uria aalge,2014,2014,2014,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.651960784,0.651960784,NA,NA,408,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1788,Common guillemot,Uria aalge,2014,2014,2014,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.115196078,0.115196078,NA,NA,408,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1789,Common guillemot,Uria aalge,2015,2015,2015,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.189473684,0.189473684,NA,NA,475,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1790,Common guillemot,Uria aalge,2015,2015,2015,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.68,0.68,NA,NA,475,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1791,Common guillemot,Uria aalge,2015,2015,2015,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.130526316,0.130526316,NA,NA,475,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1792,Common guillemot,Uria aalge,2016,2016,2016,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.174,0.174,NA,NA,88,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1793,Common guillemot,Uria aalge,2016,2016,2016,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.59,0.59,NA,NA,88,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1794,Common guillemot,Uria aalge,2016,2016,2016,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.024,0.024,NA,NA,88,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1795,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,european common squid,Alloteuthis subulata,0.04,0.04,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,153131,Alloteuthis subulata,153131,1,REF065
1796,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,lesser sandeel,Ammodytes tobianus,0.08,0.08,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126752,Ammodytes tobianus,126752,1,REF065
1797,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,sandeel,Ammodytidae,0.118,0.118,NA,NA,50,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF065
1798,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,clupeidae,Clupeidae,0.524,0.524,NA,NA,50,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF065
1799,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,gadidae,Gadidae,0.189,0.189,NA,NA,50,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF065
1800,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,haddock,Melanogrammus aeglefinus,0.04,0.04,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126437,Melanogrammus aeglefinus,126437,1,REF065
1801,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,whiting,Merlangius merlangus,0.24,0.24,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126438,Merlangius merlangus,126438,1,REF065
1802,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,blue whiting,Micromesistius poutassou,0.08,0.08,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126439,Micromesistius poutassou,126439,1,REF065
1803,Common guillemot,Uria aalge,2017,2017,2017,FALSE,Skomer,51.62,-5.29,breeding,chick,sprat,Sprattus sprattus,0.52,0.52,NA,NA,25,discard,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126425,Sprattus sprattus,126425,1,REF065
1804,Common guillemot,Uria aalge,1963,1962,1963,TRUE,Skomer & Skokholm,51.617,-5.288,breeding,chick,sandeel,Ammodytidae,0.2,0.2,NA,122 mm,15,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF038
1805,Common guillemot,Uria aalge,1963,1962,1963,TRUE,Skomer & Skokholm,51.617,-5.288,breeding,chick,clupeidae,Clupeidae,0.8,0.8,NA,95 +/- 2 mm,15,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF038
1806,Common guillemot,Uria aalge,1988,1988,1988,FALSE,Sound of Jura,55.99,-5.75,non-breeding,adult,gadidae,Gadidae,0.2,0.01,NA,NA,5,stomach shot,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125469,Gadidae,125469,1,REF025
1807,Common guillemot,Uria aalge,1988,1988,1988,FALSE,Sound of Jura,55.99,-5.75,non-breeding,adult,clupeidae,Sprattus sprattus,1,0.99,NA,NA,5,stomach shot,primary literature,NA,NA,species,137133,Uria aalge,137133,species,126425,Sprattus sprattus,126425,1,REF025
1808,Common guillemot,Uria aalge,2009,2006,2011,TRUE,St Abbs,55.92,-2.13,breeding,chick,sandeel,Ammodytidae,0.25,0.25,NA,NA,794,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125516,Ammodytidae,125516,1,REF001
1809,Common guillemot,Uria aalge,2009,2006,2011,TRUE,St Abbs,55.92,-2.13,breeding,chick,clupeidae,Clupeidae,0.65,0.65,NA,NA,794,vis obs,primary literature,NA,NA,species,137133,Uria aalge,137133,family,125464,Clupeidae,125464,1,REF001
