id,pred_common_name,pred_species,year,startyear,endyear,multiyear,location,latitude,longitude,pred_breeding_status,pred_age_group,prey_orig_descr,prey_taxon,freq_occ,freq_num,freq_biomass,prey_size,sample_size,sample_type,source,notes,prey_age_group,pred_rank,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_rank,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,ref_n,ref_ids
553,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,sprat,Sprattus sprattus,0.006,NA,NA,NA,509,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
554,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,sandeel,Ammodytidae,0.71,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
555,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,rockling,Gaidropsarus,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
556,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
557,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,whiting,Merlangius merlangus,0.258,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
558,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,other,other,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
559,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
560,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,sprat,Sprattus sprattus,0.032,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
561,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,sandeel,Ammodytidae,0.102,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
562,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,rockling,Gaidropsarus,0.015,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
563,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
564,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,whiting,Merlangius merlangus,0.346,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
565,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,other,other,0,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
566,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,saithe,Pollachius virens,0.005,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
567,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,Shiants Islands,57.88,-6.35,breeding,adult,sprat,Sprattus sprattus,0.532,NA,NA,NA,205,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
568,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,sandeel,Ammodytidae,0.007,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF015
569,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,sandeel,Ammodytes lanceolatus,0.002,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,146485,Hyperoplus lanceolatus,126756,1,REF015
570,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,sandeel,Ammodytes marinus,0.536,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126751,Ammodytes marinus,126751,1,REF015
571,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,herring,Clupea harengus,0.033,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126417,Clupea harengus,126417,1,REF015
572,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,gadidae,Gadidae,0.002,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125469,Gadidae,125469,1,REF015
573,Atlantic puffin,Fratercula arctica,1970,1969,1970,TRUE,Skomer,51.62,-5.29,breeding,adult,sprat,Sprattus sprattus,0.42,NA,NA,NA,137,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF015
574,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,sandeel,Ammodytidae,0.344,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
575,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,rockling,Gaidropsarus,0.6,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
576,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
577,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,whiting,Merlangius merlangus,0.047,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
578,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,other,other,0.008,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
579,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
580,Atlantic puffin,Fratercula arctica,1971,1971,1971,FALSE,St Kilda,57.82,-8.58,breeding,adult,sprat,Sprattus sprattus,0,NA,NA,NA,363,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
581,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,sandeel,Ammodytidae,0.32,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
582,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,rockling,Gaidropsarus,0.27,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
583,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
584,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,whiting,Merlangius merlangus,0.323,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
585,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,other,other,0.078,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
586,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
587,Atlantic puffin,Fratercula arctica,1973,1973,1973,FALSE,St Kilda,57.82,-8.58,breeding,adult,sprat,Sprattus sprattus,0.008,NA,NA,NA,359,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
588,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,sandeel,Ammodytidae,0.588,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
589,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,rockling,Gaidropsarus,0.056,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
590,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,haddock,Melanogrammus aeglefinus,0.007,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
591,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,whiting,Merlangius merlangus,0.183,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
592,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,other,other,0,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
593,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
594,Atlantic puffin,Fratercula arctica,1974,1974,1974,FALSE,St Kilda,57.82,-8.58,breeding,adult,sprat,Sprattus sprattus,0.166,NA,NA,NA,820,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
595,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,sandeel,Ammodytidae,0.092,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
596,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,rockling,Gaidropsarus,0.124,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
597,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,haddock,Melanogrammus aeglefinus,0.002,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
598,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,whiting,Merlangius merlangus,0.02,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
599,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,other,other,0.004,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
600,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
601,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,St Kilda,57.82,-8.58,breeding,adult,sprat,Sprattus sprattus,0.758,NA,NA,NA,992,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
602,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,sandeel,Ammodytidae,0.375,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
603,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,rockling,Gaidropsarus,0.208,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
604,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
605,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,whiting,Merlangius merlangus,0.007,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
606,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,other,other,0.005,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
607,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
608,Atlantic puffin,Fratercula arctica,1976,1976,1976,FALSE,St Kilda,57.82,-8.58,breeding,adult,sprat,Sprattus sprattus,0.406,NA,NA,NA,2143,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
609,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,sandeel,Ammodytidae,0.129,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,family,125516,Ammodytidae,125516,1,REF028
610,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,rockling,Gaidropsarus,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,genus,125743,Gaidropsarus,125743,1,REF028
611,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,haddock,Melanogrammus aeglefinus,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126437,Melanogrammus aeglefinus,126437,1,REF028
612,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,whiting,Merlangius merlangus,0.129,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126438,Merlangius merlangus,126438,1,REF028
613,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,other,other,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,NA,NA,NA,NA,1,REF028
614,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,saithe,Pollachius virens,0,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126441,Pollachius virens,126441,1,REF028
615,Atlantic puffin,Fratercula arctica,1975,1975,1975,FALSE,Sule Skerry,59.08,-4.41,breeding,adult,sprat,Sprattus sprattus,0.742,NA,NA,NA,31,vis obs,primary literature,NA,NA,species,137131,Fratercula arctica,137131,species,126425,Sprattus sprattus,126425,1,REF028
616,Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,0.14,NA,0.2,NA,7,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,2,REF032; REF080
617,Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,FALSE,Canna,57.05,-6.53,breeding,adult & chick,clupeidae,Clupeidae,0,NA,0,NA,7,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125464,Clupeidae,125464,2,REF032; REF080
618,Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0,NA,0,NA,7,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,2,REF032; REF080
619,Black-legged kittiwake,Rissa tridactyla,1987,1987,1987,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.83,NA,0.8,NA,7,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,2,REF032; REF080
620,Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,0,NA,0,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,2,REF032; REF080
621,Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,FALSE,Canna,57.05,-6.53,breeding,adult & chick,clupeidae,Clupeidae,0,NA,0,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125464,Clupeidae,125464,2,REF032; REF080
622,Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0.17,NA,0.05,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,2,REF032; REF080
623,Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.83,NA,0.8,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,2,REF032; REF080
624,Black-legged kittiwake,Rissa tridactyla,1988,1988,1988,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0.17,NA,0.05,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,2,REF032; REF080
625,Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,0.94,NA,NA,NA,17,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,1,REF080
626,Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0,NA,NA,NA,17,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,1,REF080
627,Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.12,NA,NA,NA,17,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,1,REF080
628,Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0,NA,NA,NA,17,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,1,REF080
629,Black-legged kittiwake,Rissa tridactyla,1989,1989,1989,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sprat,Sprattus sprattus,0,NA,NA,NA,17,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126425,Sprattus sprattus,126425,1,REF080
630,Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,1,NA,NA,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,1,REF080
631,Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0,NA,NA,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,1,REF080
632,Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0,NA,NA,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,1,REF080
633,Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0,NA,NA,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,1,REF080
634,Black-legged kittiwake,Rissa tridactyla,1990,1990,1990,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sprat,Sprattus sprattus,0,NA,NA,NA,6,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126425,Sprattus sprattus,126425,1,REF080
635,Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,1,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,1,REF080
636,Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,1,REF080
637,Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.33,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,1,REF080
638,Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,1,REF080
639,Black-legged kittiwake,Rissa tridactyla,1991,1991,1991,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sprat,Sprattus sprattus,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126425,Sprattus sprattus,126425,1,REF080
640,Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,0.25,NA,NA,NA,8,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,1,REF080
641,Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0.13,NA,NA,NA,8,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,1,REF080
642,Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.63,NA,NA,NA,8,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,1,REF080
643,Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0,NA,NA,NA,8,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,1,REF080
644,Black-legged kittiwake,Rissa tridactyla,1992,1992,1992,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sprat,Sprattus sprattus,0.25,NA,NA,NA,8,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126425,Sprattus sprattus,126425,1,REF080
645,Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sandeel all age groups,Ammodytes marinus,0.67,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126751,Ammodytes marinus,126751,1,REF080
646,Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,FALSE,Canna,57.05,-6.53,breeding,adult & chick,crustacea,Crustacea,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,subphylum,1066,Crustacea,1066,1,REF080
647,Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,FALSE,Canna,57.05,-6.53,breeding,adult & chick,gadidae,Gadidae,0.33,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,family,125469,Gadidae,125469,1,REF080
648,Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,FALSE,Canna,57.05,-6.53,breeding,adult & chick,other,other,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,NA,NA,NA,NA,1,REF080
649,Black-legged kittiwake,Rissa tridactyla,1993,1993,1993,FALSE,Canna,57.05,-6.53,breeding,adult & chick,sprat,Sprattus sprattus,0,NA,NA,NA,3,regurgitate,primary literature,NA,NA,species,137156,Rissa tridactyla,137156,species,126425,Sprattus sprattus,126425,1,REF080
